display_name,full_name,gender,age,date_of_birth,bowling_style,position_name,country_name
Ramesh Mepani,Ramesh Premji Mepani,M,50,1975-12-26T00:00Z,Right-arm medium,Top-order batter,Kenya
Dominic Wesonga,Dominic Saleh Wesonga,M,37,1988-07-16T00:00Z,Right-arm fast-medium,Middle-order batter,Kenya
Asad Baig,Mirza Asad Baig,M,37,1988-11-26T00:00Z,Right-arm offbreak,Unknown,Pakistan
Omphile Ramela,Omphile Abel Ramela,M,38,1988-03-14T00:00Z,Slow left-arm orthodox,Unknown,South Africa
Nasir Malik,Nasir Malik,M,35,1990-11-22T00:00Z,Left-arm medium,Unknown,Pakistan
Asif Khan,Asif Khan,M,36,1990-02-15T00:00Z,Right-arm offbreak,Batter,United Arab Emirates
Mohammad Hasan,Mohammad Hasan,M,35,1990-10-04T00:00Z,,Middle-order batter,Pakistan
Nauman Masood,Nauman Masood,M,35,1990-12-08T00:00Z,Right-arm bowler,Unknown,Pakistan
Adil Raza,Adil Raza,M,34,1991-12-10T00:00Z,Right-arm bowler,Unknown,Pakistan
Omar Phillips,Omar Jamel Phillips,M,39,1986-10-12T00:00Z,Right-arm medium-fast,Opening batter,West Indies
Chadwick Walton,Chadwick Antonio Kirkpatrick Walton,M,40,1985-07-03T00:00Z,,Top-order batter,West Indies
Kavesh Kantasingh,Kavesh Kantasingh,M,39,1986-09-30T00:00Z,Slow left-arm orthodox,Unknown,West Indies
Ashley Nurse,Ashley Renaldo Nurse,M,37,1988-12-22T00:00Z,Right-arm offbreak,Bowler,West Indies
Tom Triffitt,Thomas Ian Francis Triffitt,M,35,1990-11-13T00:00Z,,Unknown,Australia
Ben Laughlin,Ben Laughlin,M,43,1982-10-03T00:00Z,Right-arm fast-medium,Bowler,Australia
Daniel Childs,Daniel Barry Childs,M,37,1988-11-16T00:00Z,Right-arm fast-medium,Unknown,South Africa
Warren Groeneveld,Warren Shaun Groeneveld,M,42,1983-08-21T00:00Z,Left-arm fast-medium,Unknown,South Africa
Rashidi Boucher,Rashidi Hasani Boucher,M,35,1990-07-17T00:00Z,,Unknown,West Indies
Delorn Johnson,Delorn Edison Johnson,M,37,1988-09-15T00:00Z,Left-arm fast,Bowler,West Indies
Stewart Rhodes,Stewart John Rhodes,M,39,1986-12-01T00:00Z,Right-arm fast-medium,Unknown,Australia
Mohammad Sami,Mohammad Sami,M,41,1984-12-12T00:00Z,Right-arm slow,Unknown,Pakistan
Craig Williams,Craig George Williams,M,42,1984-02-25T00:00Z,Right-arm medium,Top-order batter,Namibia
Linden Lawrence,Linden Lawrence,M,37,1988-10-05T00:00Z,,Unknown,West Indies
Brett Pelser,Brett Jonathan Pelser,M,41,1985-04-23T00:00Z,Right-arm medium-fast,Unknown,South Africa
Mohammad Hafeez,Mohammad Hafeez,M,51,1974-09-08T00:00Z,Slow left-arm orthodox,Unknown,Pakistan
Mohammad Kashif,Mohammad Kashif,M,49,1976-12-10T00:00Z,,Unknown,Pakistan
Usman Khan,Usman Khan,M,40,1985-05-14T00:00Z,Slow left-arm orthodox,Unknown,Pakistan
Rahimbaz Khan,Rahimbaz Khan,M,40,1985-11-09T00:00Z,Right-arm medium-fast,Unknown,Pakistan
Imran Khan,Mohammad Imran Khan,M,38,1987-07-15T00:00Z,Right-arm medium-fast,Bowler,Pakistan
Mohammad Ali,Mohammad Ali,M,36,1989-08-12T00:00Z,Right-arm fast-medium,Unknown,Pakistan
Khalid Usman,Khalid Usman,M,40,1986-03-01T00:00Z,Slow left-arm orthodox,Bowling allrounder,Pakistan
Fawad Ali,Fawad Ali,M,39,1986-11-12T00:00Z,Right-arm bowler,Unknown,Pakistan
Ansar Javed,Ansar Javed,M,45,1980-10-23T00:00Z,Left-arm fast-medium,Unknown,Pakistan
Zahid Mansoor,Zahid Mansoor,M,36,1989-12-29T00:00Z,Right-arm offbreak,Unknown,Pakistan
Muhammad Ayaz,Muhammad Ayaz,M,38,1987-10-13T00:00Z,Left-arm medium-fast,Unknown,United Arab Emirates
Basheeru-Deen Walters,Basheeru-Deen Walters,M,39,1986-09-16T00:00Z,Right-arm medium-fast,Bowler,South Africa
Shehzad Azam,Shehzad Azam Rana,M,40,1985-11-01T00:00Z,Right-arm fast-medium,Unknown,Pakistan
Amaradeep Bankelal Sonkar,Amaradeep Bankelal Sonkar,M,42,1984-03-06T00:00Z,Slow left-arm orthodox,Bowler,India
Saad Nasim,Hafiz Saad Nasim,M,36,1990-04-29T00:00Z,Legbreak,Allrounder,Pakistan
Anop Santosh,Anop Ravi Santosh Kumar,M,34,1991-06-23T00:00Z,,Wicketkeeper batter,Canada
Asad Shafiq,Asad Shafiq,M,40,1986-01-28T00:00Z,Right-arm offbreak,Middle-order batter,Pakistan
Sohail Khan,Sohail Khan,M,42,1984-03-06T00:00Z,Right-arm fast-medium,Bowler,Pakistan
Ahsan Jamil,Mirza Ahsan Jamil Baig,M,33,1992-10-06T00:00Z,Left-arm wrist-spin,Unknown,Pakistan
Sher Hasan,Sher Hasan,M,37,1989-02-15T00:00Z,Right-arm fast-medium,Unknown,Pakistan
Nazar Hussain,Nazar Hussain,M,37,1988-08-24T00:00Z,Left-arm fast-medium,Unknown,Pakistan
Umar Akmal,Umar Akmal,M,35,1990-05-26T00:00Z,Right-arm offbreak,Middle-order batter,Pakistan
Ravi Inder Singh,Ravi Inder Singh Mehra,M,38,1987-11-04T00:00Z,Right-arm offbreak,Unknown,India
Sarabjit Ladda,Sarabjit Ladda,M,39,1986-07-10T00:00Z,Legbreak,Bowler,India
Armaghan Elahi,Armaghan Elahi,M,45,1981-01-01T00:00Z,Left-arm fast-medium,Unknown,Pakistan
Manpreet Gony,Manpreet Singh Gony,M,42,1984-01-04T00:00Z,Right-arm medium,Bowler,India
Rakesh Kumar,Rakesh Kumar,M,42,1983-06-20T00:00Z,Left-arm medium,Bowler,India
Habeeb Ahmed,Habeeb Ahmed,M,38,1987-11-07T00:00Z,,Unknown,India
Vishal Sharma,Vishal Sharma,M,38,1987-11-14T00:00Z,Right-arm offbreak,Unknown,India
Jono Dean,Jonathon Robert Dean,M,41,1984-06-23T00:00Z,Right-arm offbreak,Top-order batter,Australia
Shoaib Ahmed,Syed Mohammad Shoaib Ahmed,M,38,1987-11-19T00:00Z,Right-arm fast-medium,Unknown,India
Lalith Mohan,Akkaraju Lalith Mohan,M,36,1990-03-19T00:00Z,Slow left-arm orthodox,Unknown,India
Vishant More,Vishant Vasantrao More,M,34,1991-11-25T00:00Z,,Unknown,India
Swapnil Gugale,Swapnil Mansukh Gugale,M,35,1991-04-04T00:00Z,Right-arm offbreak,Unknown,India
Rajdeep Das,Rajdeep Das,M,36,1990-03-11T00:00Z,,Unknown,India
Deepak Sharma,Deepak Sharma,M,42,1984-05-01T00:00Z,Right-arm offbreak,Unknown,India
Mumtaz Qadir,Mumtaz Qadir,M,39,1986-11-17T00:00Z,,Unknown,India
Gopesh Bhowmik,Gopesh Bhowmik,M,39,1987-04-02T00:00Z,Right-arm medium,Unknown,India
Yogesh Nagar,Yogesh Nagar,M,36,1990-01-06T00:00Z,Right-arm offbreak,Allrounder,India
Sudeep Tyagi,Sudeep Tyagi,M,38,1987-09-17T00:00Z,Right-arm medium,Bowler,India
Samad Fallah,Samad Mohammed Fallah,M,41,1985-05-02T00:00Z,Left-arm medium,Bowler,India
Johan Fourie,Johan Christiaan Fourie,M,43,1982-11-01T00:00Z,Right-arm fast-medium,Unknown,South Africa
Ali Rafiq,Mohammad Ali Rafiq,M,40,1985-11-05T00:00Z,Right-arm bowler,Unknown,Pakistan
Ahmed Shah,Ahmed Shah Ahmedzi,M,42,1983-10-20T00:00Z,Slow left-arm orthodox,Opening batter,Afghanistan
Naeemuddin,Naeemuddin,M,44,1981-06-17T00:00Z,Right-arm offbreak,Unknown,Pakistan
Jake Haberfield,Jake Andy Haberfield,M,39,1986-06-18T00:00Z,Right-arm fast-medium,Bowler,Australia
Noor Ali Zadran,Noor Ali Zadran,M,37,1988-07-10T00:00Z,Right-arm medium-fast,Opening batter,Afghanistan
Jake Brown,Jake Michael Brown,M,40,1985-11-21T00:00Z,Left-arm fast-medium,Unknown,Australia
Zeeshan Siddiqui,Zeeshan Ahmed Siddiqui,M,46,1979-07-22T00:00Z,Legbreak,Batter,Oman
Sajid Ali,Sajid Ali,M,40,1986-03-27T00:00Z,Slow left-arm orthodox,Unknown,Pakistan
Nawroz Mangal,Nawroz Khan Mangal,M,41,1984-07-15T00:00Z,Right-arm offbreak,Top-order batter,Afghanistan
Nayyer Abbas,Nayyer Abbas,M,36,1990-01-15T00:00Z,Slow left-arm orthodox,Unknown,Pakistan
Samiullah Shinwari,Samiullah Shinwari,M,38,1987-12-31T00:00Z,Legbreak,Allrounder,Afghanistan
Haris Sohail,Haris Sohail,M,37,1989-01-09T00:00Z,Slow left-arm orthodox,Middle-order batter,Pakistan
Javed Mansoor,Javed Mansoor,M,44,1982-04-11T00:00Z,,Unknown,Pakistan
Misbah Khan,Misbah Khan,M,39,1986-12-01T00:00Z,Right-arm offbreak,Unknown,Pakistan
Shaun Liebisch,Shaun Walter Liebisch,M,40,1986-04-25T00:00Z,Right-arm medium-fast,Unknown,South Africa
Nabeeullah,Nabeeullah,M,39,1986-12-18T00:00Z,Right-arm fast-medium,Unknown,Pakistan
Chetan Suryawanshi,Chetan Ramchandra Suryawanshi,M,41,1985-02-24T00:00Z,,Unknown,Singapore
Khaya Zondo,Khayelihle Zondo,M,36,1990-03-07T00:00Z,Right-arm offbreak,Batter,South Africa
Rilee Rossouw,Rilee Roscoe Rossouw,M,36,1989-10-09T00:00Z,Right-arm offbreak,Top-order batter,South Africa
Lyndon Volkwyn,Lyndon Jacobs Volkwyn,M,37,1989-02-07T00:00Z,Right-arm medium-fast,Unknown,South Africa
Sam Wells,Sam Raymond Wells,M,41,1984-07-13T00:00Z,Right-arm medium,Middle-order batter,New Zealand
Aman Ali,Mohammad Aman Ali,M,36,1989-09-29T00:00Z,Left-arm fast-medium,Middle-order batter,United Arab Emirates
Ali Haider,Mohammad Ali Haider,M,37,1988-11-28T00:00Z,Right-arm fast-medium,Unknown,Pakistan
Shahzad Ali,Mirza Shahzad Ali,M,38,1987-07-14T00:00Z,,Unknown,Pakistan
Achira Eranga,Walgama Kankanamge Achira Eranga,M,38,1987-06-09T00:00Z,Right-arm offbreak,Batter,Sri Lanka
Geeth Alwis,Waduthantrige Geeth Rasanga Kumarasiri Alwis,M,38,1987-12-21T00:00Z,Slow left-arm orthodox,Allrounder,Sri Lanka
Waruna Ramanayake,Waruna Chandra Kumara Ramanayake,M,49,1977-03-25T00:00Z,Right-arm slow-medium,Bowler,Sri Lanka
Palitha Kumara,Mannapperuma Mudiyanselage Palitha Kumara,M,44,1981-06-20T00:00Z,Right-arm offbreak,Allrounder,Sri Lanka
Dilan Sandagirigoda,Dilan Harshana Sandagirigoda,M,39,1986-06-12T00:00Z,Legbreak,Batter,Sri Lanka
Mitchell McClenaghan,Mitchell John McClenaghan,M,39,1986-06-11T00:00Z,Left-arm fast-medium,Bowler,New Zealand
Malan Madusanka,Candauda Arachchige Malan Madusanka,M,38,1988-01-31T00:00Z,Slow left-arm orthodox,Bowler,Sri Lanka
Gamindu Kanishka,Gamindu Kanishka Amarasinghe,M,39,1987-01-27T00:00Z,Right-arm medium,Unknown,Sri Lanka
Sampath Perera,Dehiwalage Don Rasika Sampath Perera,M,43,1982-07-27T00:00Z,Right-arm fast-medium,Allrounder,Sri Lanka
Shapoor Zadran,Shapoor Zadran,M,38,1987-07-08T00:00Z,Left-arm fast-medium,Bowler,Afghanistan
Arun Karthik,Konda Bhaskir Arun Karthik,M,40,1986-02-15T00:00Z,Legbreak googly,Wicketkeeper batter,India
Kamran Khan,Kamran Khan,M,37,1988-09-29T00:00Z,Right-arm medium,Unknown,Qatar
Zaheer Ibrahim,Zaheer Ibrahim,M,38,1988-04-02T00:00Z,Right-arm offbreak,Unknown,Qatar
Karim Sadiq,Karim Sadiq Khan,M,42,1984-01-05T00:00Z,Right-arm offbreak,Opening batter,Afghanistan
Ghulam Mohammad,Ghulam Mohammad,M,49,1976-09-06T00:00Z,,Unknown,Pakistan
Hasti Gul,Hasti Gul Abid,M,42,1984-01-01T00:00Z,Right-arm medium,Bowler,Afghanistan
Harsha de Silva,Kananke Kankanamalage Harsha Udaya Kumara de Silva,M,41,1984-12-16T00:00Z,Right-arm medium-fast,Batter,Sri Lanka
Rais Ahmadzai,Rais Khan Ahmadzai,M,41,1984-09-03T00:00Z,Right-arm offbreak,Middle-order batter,Afghanistan
Thalaivan Sargunam,Xavier Thalaivan Sargunam,M,40,1985-05-15T00:00Z,Right-arm offbreak,Unknown,India
Chathura Randunu,Sayakkara Kankanamge Chathura Randunu de Silva,M,42,1984-04-01T00:00Z,Slow left-arm orthodox,Allrounder,Sri Lanka
Romesh Eranga,Galkandage Don Romesh Eranga,M,40,1985-06-16T00:00Z,Left-arm medium-fast,Bowler,Canada
Asghar Afghan,Mohammad Asghar Afghan,M,38,1987-12-26T00:00Z,Right-arm medium-fast,Middle-order batter,Afghanistan
Anwar Arudin,Mohammad Anwar Arudin,M,41,1984-07-09T00:00Z,Right-arm medium-fast,Unknown,Malaysia
Sujith Nikethana,Artigala Vidanalage Sujith Nikethana,M,40,1986-04-26T00:00Z,Right-arm offbreak,Allrounder,Sri Lanka
Rameez Alam,Rameez Alam,M,37,1988-12-07T00:00Z,Right-arm offbreak,Unknown,Pakistan
Babar Rehman,Babar Rehman,M,41,1984-08-14T00:00Z,Right-arm fast-medium,Unknown,Pakistan
Gauhar Ali,Gauhar Ali Shah,M,37,1989-05-05T00:00Z,,Unknown,Pakistan
Jamaluddin,Jamaluddin,M,40,1985-11-04T00:00Z,Right-arm offbreak,Unknown,Pakistan
Vaibhav Wategaonkar,Vaibhav Shridhar Wategaonkar,M,43,1982-08-30T00:00Z,,Top-order batter,Oman
Kyllin Vardhan,Kyllin Myles Vardhan,M,36,1989-07-31T00:00Z,Left-arm medium,Unknown,South Africa
Attie Maposa,Athi Mpendulo Maposa,M,36,1990-04-22T00:00Z,Right-arm fast-medium,Unknown,South Africa
Amal Athulathmudali,Don Nisitha Amal Athulathmudali,M,39,1987-01-21T00:00Z,Right-arm slow-medium,Batter,Sri Lanka
Hendrik Geldenhuys,Hendrik W Geldenhuys,M,43,1983-03-21T00:00Z,Left-arm fast-medium,Unknown,Namibia
Rashid Mansoor,Rashid Mansoor,M,47,1979-04-06T00:00Z,Right-arm medium-fast,Unknown,Pakistan
Azeem Ghumman,Muhammad Azeem Ghumman,M,35,1991-01-24T00:00Z,Legbreak,Unknown,Pakistan
Azam Jan,Azam Jan,M,42,1983-07-05T00:00Z,Right-arm bowler,Unknown,Pakistan
Luthando Mnyanda,Luthando Lucas Mnyanda,M,36,1989-10-22T00:00Z,Right-arm offbreak,Unknown,South Africa
Rudi Second,Rudi Stewart Second,M,36,1989-07-17T00:00Z,Right-arm offbreak,Allrounder,South Africa
Brandon Williams,Brandon Williams,M,36,1989-09-20T00:00Z,Slow left-arm orthodox,Unknown,South Africa
Ayaz Tasawwar,Ayaz Tasawwar,M,35,1990-12-10T00:00Z,Legbreak,Unknown,Pakistan
Karanveer Singh,Karanveer Singh,M,38,1987-11-08T00:00Z,Legbreak googly,Unknown,India
Nashen Govender,Nashen Govender,M,36,1989-10-05T00:00Z,,Unknown,South Africa
Abhishek Tamrakar,Abhishek Tamrakar,M,43,1982-08-08T00:00Z,Right-arm medium,Unknown,India
Kyle Buckthorp,Kyle Buckthorp,M,36,1989-07-16T00:00Z,Right-arm offbreak,Unknown,South Africa
Cody Chetty,Cody Chetty,M,34,1991-06-28T00:00Z,Right-arm offbreak,Batter,South Africa
Ayabulela Gqamane,Ayabulela Gqamane,M,36,1989-08-30T00:00Z,Right-arm fast-medium,Bowling allrounder,South Africa
Nikhil Mandale,Nikhil Shridhar Mandale,M,37,1988-10-31T00:00Z,Right-arm offbreak,Unknown,India
David Miller,David Andrew Miller,M,36,1989-06-10T00:00Z,Right-arm offbreak,Middle-order batter,South Africa
Murtuza Hussain,Murtuza Hussain,M,39,1986-10-01T00:00Z,Right-arm medium,Unknown,India
Parvinder Awana,Parvinder Awana,M,39,1986-07-19T00:00Z,Right-arm medium,Bowler,India
Ravi Jangid,Ravi Jangid,M,38,1987-06-03T00:00Z,Slow left-arm orthodox,Allrounder,India
David White,David John White,M,34,1991-05-22T00:00Z,Right-arm medium-fast,Top-order batter,South Africa
Cameron Delport,Cameron Scott Delport,M,36,1989-05-12T00:00Z,Right-arm medium,Top-order batter,South Africa
Buddika Sanjeewa,Bopitiyage Buddika Sanjeewa,M,39,1987-03-23T00:00Z,Right-arm fast-medium,Bowler,Sri Lanka
Mohammad Rizwan,Mohammad Rizwan,M,33,1992-06-01T00:00Z,Right-arm medium,Wicketkeeper batter,Pakistan
Abdul Ameer,Abdul Ameer,M,34,1992-03-20T00:00Z,Left-arm medium-fast,Unknown,Pakistan
Hasitha Illangaratne,Hasitha Nalinda Illangaratne,M,36,1989-05-10T00:00Z,Right-arm fast-medium,Unknown,Sri Lanka
Sarel Erwee,Sarel Johannes Erwee,M,36,1989-11-10T00:00Z,Right-arm offbreak,Opening batter,South Africa
Nuwan Pradeep,Aththachchi Nuwan Pradeep Roshan Fernando,M,39,1986-10-19T00:00Z,Right-arm fast-medium,Bowler,Sri Lanka
Rahat Ali,Rahat Ali,M,37,1988-09-12T00:00Z,Left-arm fast-medium,Bowler,Pakistan
Amit Paunikar,Amit Gajanan Paunikar,M,38,1988-04-18T00:00Z,,Wicketkeeper batter,India
Basant Mohanty,Basant Mohanty,M,39,1986-11-24T00:00Z,Right-arm medium,Unknown,India
Ravindra Karunaratne,Mudunkothge Lakpriya Ravindra Karunaratne,M,39,1987-03-31T00:00Z,Right-arm offbreak,Allrounder,Sri Lanka
Nilushan Nonis,Paththini Kuttige Jude Ruwantha Nilushan Nonis,M,38,1987-09-03T00:00Z,Right-arm medium-fast,Batter,Sri Lanka
Chathura Peiris,Kalutara Patabedige Chathura Madushanka Peiris,M,35,1990-09-23T00:00Z,Left-arm medium-fast,Unknown,Sri Lanka
Gajendra Singh,Gajendra Singh,M,37,1988-09-10T00:00Z,Slow left-arm orthodox,Unknown,India
Sanaullah,Sanaullah,M,43,1982-11-08T00:00Z,Right-arm bowler,Unknown,Pakistan
Theo Lawson,Theophilus Samuel Lawson,M,37,1988-09-24T00:00Z,Legbreak,Unknown,Ireland
Scott Henry,Scott Oliver Henry,M,37,1989-02-14T00:00Z,Slow left-arm orthodox,Unknown,Australia
Lee Nelson,Lee Trevor Nelson,M,35,1990-12-05T00:00Z,Right-arm offbreak,Unknown,Ireland
Glenn Maxwell,Glenn James Maxwell,M,37,1988-10-14T00:00Z,Right-arm offbreak,Batting allrounder,Australia
Ryan Carters,Ryan Graham Leslie Carters,M,35,1990-07-25T00:00Z,,Wicketkeeper,Australia
Joe Burns,Joseph Anthony Burns,M,36,1989-09-06T00:00Z,Right-arm medium,Batter,Italy
Jason Floros,Jason Scott Floros,M,35,1990-11-24T00:00Z,Right-arm offbreak,Unknown,Australia
Cameron Gannon,Cameron John Gannon,M,37,1989-01-23T00:00Z,Right-arm fast-medium,Bowler,United States of America
Siddarth Kaul,Siddarth Kaul,M,35,1990-05-19T00:00Z,Right-arm medium,Bowler,India
Alex Carey,Alex Tyson Carey,M,34,1991-08-27T00:00Z,,Wicketkeeper batter,Australia
Bhuvneshwar Kumar,Bhuvneshwar Kumar Singh,M,36,1990-02-05T00:00Z,Right-arm medium,Bowler,India
Simon Milenko,Simon Alexander Milenko,M,37,1988-11-24T00:00Z,Right-arm medium,Allrounder,Australia
Cameron Boyce,Cameron John Boyce,M,36,1989-07-27T00:00Z,Legbreak,Bowler,Australia
Hamish Kingston,Hamish Phillip Kingston,M,35,1990-12-17T00:00Z,Right-arm medium,Bowling allrounder,Australia
Sangram Atitkar,Sangram Dilip Atitkar,M,38,1988-01-23T00:00Z,Right-arm offbreak,Unknown,India
Michael Bracewell,Michael Gordon Bracewell,M,35,1991-02-14T00:00Z,Right-arm offbreak,Batting allrounder,New Zealand
Nick Beard,Nicholas Brendan Beard,M,36,1989-09-16T00:00Z,Slow left-arm orthodox,Unknown,New Zealand
Marcus Stoinis,Marcus Peter Stoinis,M,36,1989-08-16T00:00Z,Right-arm medium,Batting allrounder,Australia
Chirag Khurana,Chirag Gulshan Khurana,M,33,1992-11-03T00:00Z,Right-arm offbreak,Unknown,India
PM Sarvesh Kumar,PM Sarvesh Kumar,M,37,1989-04-26T00:00Z,Right-arm medium,Unknown,India
Ameya Shrikhande,Ameya Jayprakash Shrikhande,M,39,1986-07-25T00:00Z,Right-arm medium,Batting allrounder,India
Sheharyar Ghani,Sheharyar Ghani,M,40,1985-09-09T00:00Z,Right-arm medium-fast,Unknown,Pakistan
Anurag Verma,Anurag Verma,M,35,1990-08-05T00:00Z,Right-arm medium,Bowler,New Zealand
Iresh Saxena,Iresh Saxena,M,42,1984-03-14T00:00Z,Slow left-arm orthodox,Unknown,India
Hasan Mahmood,Hasan Mahmood,M,37,1988-05-11T00:00Z,Right-arm offbreak,Unknown,Pakistan
Fawad Hussain,Syed Fawad Hussain,M,36,1989-08-28T00:00Z,Right-arm offbreak,Unknown,Pakistan
Dwaine Pretorius,Dwaine Pretorius,M,37,1989-03-29T00:00Z,Right-arm medium-fast,Bowling allrounder,South Africa
Ankit Bawne,Ankit Ramdas Bawne,M,33,1992-12-17T00:00Z,Right-arm offbreak,Middle-order batter,India
Yaseen Vallie,Mohammad Yaseen Vallie,M,36,1989-07-30T00:00Z,Right-arm offbreak,Unknown,South Africa
Dane Paterson,Dane Paterson,M,37,1989-04-04T00:00Z,Right-arm fast-medium,Bowler,South Africa
Mangaliso Mosehle,Mangaliso Mosehle,M,36,1990-04-24T00:00Z,,Wicketkeeper batter,South Africa
Mir Ali,Mir Ali Khan Talpur,M,37,1988-10-09T00:00Z,Right-arm medium-fast,Unknown,Pakistan
Michael Pote,Michael Grant Pote,M,36,1989-12-21T00:00Z,Right-arm offbreak,Unknown,South Africa
Chris Lynn,Christopher Austin Lynn,M,36,1990-04-10T00:00Z,Slow left-arm orthodox,Batter,Australia
Kelly Smuts,Kelly Royce Smuts,M,36,1990-01-22T00:00Z,Right-arm medium,Unknown,South Africa
Obus Pienaar,Abraham Jacobus Pienaar,M,36,1989-12-12T00:00Z,Slow left-arm orthodox,Allrounder,South Africa
Wimanga Perera,Kodikara Arachchige Kashshapa Wimanga Perera,M,36,1990-02-05T00:00Z,Right-arm medium,Unknown,Sri Lanka
Bradley Barnes,Bradley Graeme Barnes,M,37,1988-10-20T00:00Z,,Unknown,South Africa
Debabrata Das,Debabrata Baidya Das,M,39,1986-09-22T00:00Z,Legbreak googly,Top-order batter,India
Duvvarapu Siva Kumar,Duvvarapu Siva Kumar,M,36,1990-02-11T00:00Z,Right-arm fast-medium,Unknown,United States of America
Dewald Botha,Dewald Botha,M,34,1991-09-23T00:00Z,,Unknown,South Africa
Tiaan Cloete,Tiaan Willam Raymond Cloete,M,36,1989-11-12T00:00Z,Slow left-arm orthodox,Unknown,South Africa
Lenert van Wyk,Lenert van Wyk,M,36,1989-07-13T00:00Z,Right-arm medium,Unknown,South Africa
Garvin Aparicio,Garvin Aparicio,M,55,1970-08-15T00:00Z,,Top-order batter,Bermuda
Brandon Bess,Brandon Jeremy Bess,M,38,1987-12-13T00:00Z,Right-arm fast-medium,Bowler,West Indies
Linton Terblanche,Linton Charl Terblanche,M,35,1990-09-11T00:00Z,Right-arm medium-fast,Unknown,South Africa
Salim Veragi,Salim Yusuf Veragi,M,39,1986-07-28T00:00Z,Right-arm medium,Unknown,India
Traddie Simpson,Traddie Simpson,M,55,1970-07-28T00:00Z,Left-arm fast-medium,Unknown,Bermuda
Pieter Rossouw,Pieter Rossouw,M,45,1980-06-19T00:00Z,Right-arm medium-fast,Unknown,Namibia
Kevon Fubler,Kevon Fubler,M,34,1992-03-29T00:00Z,Left-arm medium-fast,Middle-order batter,Bermuda
Michael Guptill-Bunce,Michael Luke Guptill-Bunce,M,37,1989-04-07T00:00Z,,Unknown,New Zealand
Chris Barnwell,Christopher Dion Barnwell,M,39,1987-01-06T00:00Z,Right-arm medium-fast,Allrounder,West Indies
Bernard Scholtz,Bernard Martinus Scholtz,M,35,1990-10-03T00:00Z,Slow left-arm orthodox,Bowler,Namibia
Nekoli Parris,Nekoli Parris,M,38,1987-06-06T00:00Z,Right-arm offbreak,Unknown,West Indies
Sanjaya Fernando,Moratuwage Sanjaya Devapriya Fernando,M,37,1988-12-25T00:00Z,Right-arm offbreak,Unknown,Sri Lanka
Chad Barron,Chad Arthur Haig Barron,M,37,1988-06-04T00:00Z,,Unknown,South Africa
Jacob Larsen,Jacob Larsen,M,44,1979-01-12T00:00Z,Right-arm medium,Unknown,Denmark
Keegan Eccles,Keegan Wesley Eccles,M,35,1990-12-08T00:00Z,Left-arm medium-fast,Unknown,South Africa
Brady Barends,Brady Lee Barends,M,37,1989-01-21T00:00Z,Right-arm medium,Unknown,South Africa
Akhona Kula,Akhona Ernest Kula,M,36,1990-01-28T00:00Z,Slow left-arm orthodox,Unknown,South Africa
Mizanur Rahman,Mizanur Rahman,M,34,1991-07-30T00:00Z,Right-arm offbreak,Batter,Bangladesh
Giovanni Joseph,Giovanni Mario Joseph,M,36,1989-06-13T00:00Z,Right-arm medium,Unknown,South Africa
Aloysius Seleka,Aloysius Letlhogonolo Seleka,M,36,1989-08-07T00:00Z,Right-arm offbreak,Unknown,South Africa
Zandrѐ Swartz,Zandrѐ Swartz,M,34,1991-05-15T00:00Z,,Unknown,South Africa
Mustafizur Rahman,Mustafizur Rahman,M,30,1995-09-06T00:00Z,Left-arm fast-medium,Bowler,Bangladesh
Gerhardt Abrahams,Gerhardt Jason Abrahams,M,35,1990-08-09T00:00Z,,Unknown,South Africa
Alberto Mazzoncini,Alberto Mazzoncini,M,35,1991-02-14T00:00Z,Left-arm medium,Unknown,South Africa
Jan Steenkamp,Jan-Hendrik Steenkamp,M,36,1990-01-22T00:00Z,Right-arm medium,Unknown,South Africa
Reece Williams,Reece Chesray Williams,M,37,1988-11-16T00:00Z,Right-arm fast-medium,Unknown,South Africa
Hamish Rutherford,Hamish Duncan Rutherford,M,37,1989-04-27T00:00Z,Slow left-arm orthodox,Opening batter,New Zealand
Isuru Udana,Isuru Udana Tillakaratna,M,38,1988-02-17T00:00Z,Left-arm medium-fast,Allrounder,Sri Lanka
Pishan Hewage,Pishan Chathuska Hewage,M,38,1987-06-06T00:00Z,Right-arm offbreak,Bowler,Sri Lanka
Fraser Colson,Fraser John Colson,M,36,1990-03-19T00:00Z,,Unknown,New Zealand
Harry Boam,Harry Kenneth Perrott Boam,M,35,1990-10-15T00:00Z,Right-arm medium,Unknown,New Zealand
Kagisho Pedi,Kagisho Pedi,M,36,1989-08-21T00:00Z,Right-arm medium,Unknown,South Africa
Taruwar Kohli,Taruwar Sushil Kohli,M,37,1988-12-17T00:00Z,Right-arm medium,Top-order batter,India
Kyle Corbin,Kyle Anthony McDonald Corbin,M,35,1990-05-15T00:00Z,,Batter,West Indies
Sharwan Godara,Sharwan Godara,M,24,2001-10-08T00:00Z,Right-arm medium,Unknown,Cambodia
Anil Mandal,Anil Kumar Mandal,M,35,1991-02-05T00:00Z,,Opening batter,Nepal
Alawi Shukri,Alawi Shukri Al Braik,M,36,1990-01-23T00:00Z,Right-arm offbreak,Middle-order batter,United Arab Emirates
